correct_form	morph_parse	lemma	frequency
çıkarmışlardır	Verb+Verb+Caus+Pos+Narr+A3pl+Cop+A3sg	çık	779
çıkarıldığına	Verb+Verb+Caus+Verb+Pass+Pos+Noun+PastPart+A3sg+P3sg+Dat	çık	779
çıkarttık	Verb+Verb+Caus+Verb+Caus+Pos+Noun+PastPart+A3sg+Pnon+Nom	çık	779
çıkaramayacağı	Verb+Verb+Caus+Verb+Able+Neg+Adj+FutPart+P3sg	çık	779
Çıkarılması	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom	çık	779
çıkartamadı	Verb+Verb+Caus+Verb+Caus+Verb+Able+Neg+Past+A3sg	çık	779
çıkartabilme	Verb+Verb+Caus+Verb+Caus+Verb+Able+Pos+Noun+Inf2+A3sg+Pnon+Nom	çık	779
çıkartmamak	Verb+Verb+Caus+Verb+Caus+Neg+Noun+Inf1+A3sg+Pnon+Nom	çık	779
çıkarmamasından	Verb+Verb+Caus+Neg+Noun+Inf2+A3sg+P3sg+Abl	çık	779
çıkartılış	Verb+Verb+Caus+Verb+Caus+Verb+Pass+Pos+Noun+Inf3+A3sg+Pnon+Nom	çık	779
çıkartıcılıktan	Verb+Verb+Caus+Verb+Caus+Pos+Noun+Agt+A3sg+Pnon+Nom+Noun+Ness+A3sg+Pnon+Abl	çık	779
çıkarılabilir	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Aor+A3sg	çık	779
çıkartıcılığı	Verb+Verb+Caus+Verb+Caus+Pos+Noun+Agt+A3sg+Pnon+Nom+Noun+Ness+A3sg+P3sg+Nom	çık	779
çıkarılacağını	Verb+Verb+Caus+Verb+Pass+Pos+Noun+FutPart+A3sg+P3sg+Acc	çık	779
çıkarılacak	Verb+Verb+Caus+Verb+Pass+Pos+Fut+A3sg	çık	779
çıkarmaz	Verb+Verb+Caus+Neg+Aor+A3sg	çık	779
Çıkartması'nda	Verb+Verb+Caus+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Apos+Loc	çık	779
çıkarmamaları	Verb+Verb+Caus+Neg+Noun+Inf2+A3pl+P3sg+Nom	çık	779
çıkartanların	Verb+Verb+Caus+Verb+Caus+Pos+Adj+PresPart+Noun+A3pl+Pnon+Gen	çık	779
çıkardığından	Verb+Verb+Caus+Pos+Noun+PastPart+A3sg+P3sg+Abl	çık	779
çıkarıyorlardı	Verb+Verb+Caus+Pos+Prog1+A3pl+Past	çık	779
çıkartmaktır	Verb+Verb+Caus+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom+Verb+Pres+Cop+A3sg	çık	779
çıkarttırmış	Verb+Verb+Caus+Verb+Caus+Verb+Caus+Pos+Narr+A3sg	çık	779
çıkarmamıştım	Verb+Verb+Caus+Neg+Narr+Past+A1sg	çık	779
çıkartılacağı	Verb+Verb+Caus+Verb+Caus+Verb+Pass+Pos+Adj+FutPart+P3sg	çık	779
çıkarabilecekti	Verb+Verb+Caus+Verb+Able+Pos+Fut+Past+A3sg	çık	779
çıkarırlardı	Verb+Verb+Caus+Pos+Aor+A3pl+Past	çık	779
çıkarıcıların	Verb+Verb+Caus+Pos+Noun+Agt+A3pl+Pnon+Gen	çık	779
çıkartmasından	Verb+Verb+Caus+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Abl	çık	779
çıkartınca	Verb+Verb+Caus+Verb+Caus+Pos+Adv+When	çık	779
çıkartamadıkları	Verb+Verb+Caus+Verb+Caus+Verb+Able+Neg+Adj+PastPart+P3pl	çık	779
çıkaranların	Verb+Verb+Caus+Pos+Adj+PresPart+Noun+A3pl+Pnon+Gen	çık	779
çıkarabileceklerini	Verb+Verb+Caus+Verb+Able+Pos+Noun+FutPart+A3pl+P3sg+Acc	çık	779
çıkartmama	Verb+Verb+Caus+Verb+Caus+Neg+Noun+Inf2+A3sg+Pnon+Nom	çık	779
çıkarırsak	Verb+Verb+Caus+Pos+Aor+Cond+A1pl	çık	779
çıkarışmış	Verb+Verb+Caus+Pos+Noun+Inf3+A3sg+Pnon+Nom+Verb+Narr+A3sg	çık	779
çıkartılmadan	Verb+Verb+Caus+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+Pnon+Abl	çık	779
çıkarmayışı	Verb+Verb+Caus+Neg+Noun+Inf3+A3sg+P3sg+Nom	çık	779
çıkartmakta	Verb+Verb+Caus+Verb+Caus+Pos+Prog2+A3sg	çık	779
çıkarmakta	Verb+Verb+Caus+Pos+Prog2+A3sg	çık	779
çıkarmamıştı	Verb+Verb+Caus+Neg+Narr+Past+A3sg	çık	779
çıkarıyorsa	Verb+Verb+Caus+Pos+Prog1+Cond+A3sg	çık	779
çıkarılamıyor	Verb+Verb+Caus+Verb+Pass+Verb+Able+Neg+Prog1+A3sg	çık	779
çıkartılınca	Verb+Verb+Caus+Verb+Caus+Verb+Pass+Pos+Adv+When	çık	779
çıkaramadığını	Verb+Verb+Caus+Verb+Able+Neg+Noun+PastPart+A3sg+P3sg+Acc	çık	779
çıkardınız	Verb+Verb+Caus+Pos+Past+A2pl	çık	779
Çıkartılabilir	Verb+Verb+Caus+Verb+Caus+Verb+Pass+Verb+Able+Pos+Aor+A3sg	çık	779
çıkarılacağı	Verb+Verb+Caus+Verb+Pass+Pos+Adj+FutPart+P3sg	çık	779
çıkarılmaması	Verb+Verb+Caus+Verb+Pass+Neg+Noun+Inf2+A3sg+P3sg+Nom	çık	779
çıkartamadan	Verb+Verb+Caus+Verb+Caus+Pos+Adv+WithoutBeingAbleToHaveDoneSo	çık	779
çıkarılandı	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PresPart+Verb+Past+A3sg	çık	779
çıkarılamayacağı	Verb+Verb+Caus+Verb+Pass+Verb+Able+Neg+Adj+FutPart+P3sg	çık	779
çıkarabilmekteydiler	Verb+Verb+Caus+Verb+Able+Pos+Prog2+Past+A3pl	çık	779
çıkarabilmektedir	Verb+Verb+Caus+Verb+Able+Pos+Prog2+A3sg+Cop+A3sg	çık	779
Çıkartmaların	Verb+Verb+Caus+Verb+Caus+Pos+Noun+Inf2+A3pl+Pnon+Gen	çık	779
çıkarılabilirken	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Aor+A3sg+Adv+While	çık	779
çıkarabildindi	Verb+Verb+Caus+Verb+Able+Pos+Past+A2sg+Past	çık	779
çıkartmışlardı	Verb+Verb+Caus+Verb+Caus+Pos+Narr+A3pl+Past	çık	779
Çıkarılmasına	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Dat	çık	779
çıkarmaması	Verb+Verb+Caus+Neg+Noun+Inf2+A3sg+P3sg+Nom	çık	779
çıkartılmalarını	Verb+Verb+Caus+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3pl+P3sg+Acc	çık	779
Çıkarması'na	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Apos+Dat	çık	779
çıkarmamak	Verb+Verb+Caus+Neg+Noun+Inf1+A3sg+Pnon+Nom	çık	779
çıkarttım	Verb+Verb+Caus+Verb+Caus+Pos+Past+A1sg	çık	779
çıkarmalar	Verb+Verb+Caus+Pos+Noun+Inf2+A3pl+Pnon+Nom	çık	779
çıkartacağından	Verb+Verb+Caus+Verb+Caus+Pos+Noun+FutPart+A3sg+P3sg+Abl	çık	779
çıkarılmalarıyla	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3pl+P3sg+Ins	çık	779
Çıkarma	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	çık	779
çıkartılabileceğinin	Verb+Verb+Caus+Verb+Caus+Verb+Pass+Verb+Able+Pos+Noun+FutPart+A3sg+P3sg+Gen	çık	779
çıkartmadır	Verb+Verb+Caus+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom+Verb+Pres+Cop+A3sg	çık	779
çıkartmaktansa	Verb+Verb+Caus+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Abl+Verb+Cond+A3sg	çık	779
çıkartıcısı	Verb+Verb+Caus+Verb+Caus+Pos+Noun+Agt+A3sg+P3sg+Nom	çık	779
çıkarttığımızda	Verb+Verb+Caus+Verb+Caus+Pos+Noun+PastPart+A3sg+P1pl+Loc	çık	779
çıkartamayacağı	Verb+Verb+Caus+Verb+Caus+Verb+Able+Neg+Adj+FutPart+P3sg	çık	779
çıkartılmaz	Verb+Verb+Caus+Verb+Caus+Verb+Pass+Neg+Aor+A3sg	çık	779
Çıkardıkları	Verb+Verb+Caus+Pos+Adj+PastPart+P3pl	çık	779
çıkartarak	Verb+Verb+Caus+Verb+Caus+Pos+Adv+ByDoingSo	çık	779
çıkarıldıklarından	Verb+Verb+Caus+Verb+Pass+Pos+Noun+PastPart+A3pl+P3sg+Abl	çık	779
çıkartmaktı	Verb+Verb+Caus+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom+Verb+Past+A3sg	çık	779
çıkardıkları	Verb+Verb+Caus+Pos+Adj+PastPart+P3pl	çık	779
çıkartmaya	Verb+Verb+Caus+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Dat	çık	779
çıkartılmaya	Verb+Verb+Caus+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+Pnon+Dat	çık	779
Çıkartmak	Verb+Verb+Caus+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	çık	779
çıkartılamadı	Verb+Verb+Caus+Verb+Caus+Verb+Pass+Verb+Able+Neg+Past+A3sg	çık	779
çıkarılabilmeleri	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Noun+Inf2+A3pl+P3sg+Nom	çık	779
çıkarmışken	Verb+Verb+Caus+Pos+Narr+A3sg+Adv+While	çık	779
çıkarılanların	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PresPart+Noun+A3pl+Pnon+Gen	çık	779
çıkaracaktı	Verb+Verb+Caus+Pos+Fut+Past+A3sg	çık	779
çıkarırsa	Verb+Verb+Caus+Pos+Aor+Cond+A3sg	çık	779
Çıkarmasının	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Gen	çık	779
çıkarırdı	Verb+Verb+Caus+Pos+Aor+Past+A3sg	çık	779
çıkardığında	Verb+Verb+Caus+Pos+Noun+PastPart+A3sg+P3sg+Loc	çık	779
çıkarılmaksızın	Verb+Verb+Caus+Verb+Pass+Pos+Adv+WithoutHavingDoneSo	çık	779
çıkarınca	Verb+Verb+Caus+Pos+Adv+When	çık	779
çıkarttırması	Verb+Verb+Caus+Verb+Caus+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Nom	çık	779
çıkartmadığı	Verb+Verb+Caus+Verb+Caus+Neg+Adj+PastPart+P3sg	çık	779
çıkardıktan	Verb+Verb+Caus+Pos+Noun+PastPart+A3sg+Pnon+Abl	çık	779
çıkartabiliyordu	Verb+Verb+Caus+Verb+Caus+Verb+Able+Pos+Prog1+Past+A3sg	çık	779
çıkartılmışlarsa	Verb+Verb+Caus+Verb+Caus+Verb+Pass+Pos+Narr+A3pl+Cond	çık	779
çıkarılamayan	Verb+Verb+Caus+Verb+Pass+Verb+Able+Neg+Adj+PresPart	çık	779
çıkartıyor	Verb+Verb+Caus+Verb+Caus+Pos+Prog1+A3sg	çık	779
çıkaramayacağını	Verb+Verb+Caus+Verb+Able+Neg+Noun+FutPart+A3sg+P3sg+Acc	çık	779
çıkarttıracak	Verb+Verb+Caus+Verb+Caus+Verb+Caus+Pos+Fut+A3sg	çık	779
çıkaralım	Verb+Verb+Caus+Pos+Opt+A1pl	çık	779
çıkarıldıklarına	Verb+Verb+Caus+Verb+Pass+Pos+Noun+PastPart+A3pl+P3sg+Dat	çık	779
çıkarılabilmesidir	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Noun+Inf2+A3sg+P3sg+Nom+Verb+Pres+Cop+A3sg	çık	779
çıkarmalarından	Verb+Verb+Caus+Pos+Noun+Inf2+A3pl+P3sg+Abl	çık	779
Çıkarması'nda	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Apos+Loc	çık	779
çıkarmamaktadır	Verb+Verb+Caus+Neg+Prog2+A3sg+Cop+A3sg	çık	779
çıkarıldığıma	Verb+Verb+Caus+Verb+Pass+Pos+Noun+PastPart+A3sg+P1sg+Dat	çık	779
çıkarmamın	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P1sg+Gen	çık	779
Çıkartır	Verb+Verb+Caus+Verb+Caus+Pos+Aor+A3sg	çık	779
çıkarsak	Verb+Verb+Caus+Pos+Desr+A1pl	çık	779
çıkarıyorsunuz	Verb+Verb+Caus+Pos+Prog1+A2pl	çık	779
Çıkarıldığı	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PastPart+P3sg	çık	779
çıkartıcılı	Verb+Verb+Caus+Verb+Caus+Pos+Noun+Agt+A3sg+Pnon+Nom+Adj+With	çık	779
çıkarılmasıdır	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom+Verb+Pres+Cop+A3sg	çık	779
çıkartılamamış	Verb+Verb+Caus+Verb+Caus+Verb+Pass+Verb+Able+Neg+Narr+A3sg	çık	779
çıkarmalarını	Verb+Verb+Caus+Pos+Noun+Inf2+A3pl+P3sg+Acc	çık	779
Çıkarması'nın	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Apos+Gen	çık	779
çıkartabilecek	Verb+Verb+Caus+Verb+Caus+Verb+Able+Pos+Fut+A3sg	çık	779
çıkarmış	Verb+Verb+Caus+Pos+Narr+A3sg	çık	779
çıkarmalı	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom+Adj+With	çık	779
çıkarılabildi	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Past+A3sg	çık	779
çıkarır	Verb+Verb+Caus+Pos+Aor+A3sg	çık	779
çıkarılabileceğini	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Noun+FutPart+A3sg+P3sg+Acc	çık	779
çıkartabilirsiniz	Verb+Verb+Caus+Verb+Caus+Verb+Able+Pos+Aor+A2pl	çık	779
çıkarılabilmekteydi	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Prog2+Past+A3sg	çık	779
çıkartılacağını	Verb+Verb+Caus+Verb+Caus+Verb+Pass+Pos+Noun+FutPart+A3sg+P3sg+Acc	çık	779
çıkarmağa	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Dat	çık	779
çıkarana	Verb+Verb+Caus+Pos+Adj+PresPart+Noun+A3sg+Pnon+Dat	çık	779
çıkartırsa	Verb+Verb+Caus+Verb+Caus+Pos+Aor+Cond+A3sg	çık	779
çıkartabilirsin	Verb+Verb+Caus+Verb+Caus+Verb+Able+Pos+Aor+A2sg	çık	779
çıkarılmaları	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3pl+P3sg+Nom	çık	779
çıkartılmayıp	Verb+Verb+Caus+Verb+Caus+Verb+Pass+Neg+Adv+AfterDoingSo	çık	779
çıkartmıştırlar	Verb+Verb+Caus+Verb+Caus+Pos+Narr+A3sg+Cop+A3pl	çık	779
çıkartmıştır	Verb+Verb+Caus+Verb+Caus+Pos+Narr+A3sg+Cop+A3sg	çık	779
çıkaranlardan	Verb+Verb+Caus+Pos+Adj+PresPart+Noun+A3pl+Pnon+Abl	çık	779
çıkartıldıysa	Verb+Verb+Caus+Verb+Caus+Verb+Pass+Pos+Past+Cond+A3sg	çık	779
çıkartılmaları	Verb+Verb+Caus+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3pl+P3sg+Nom	çık	779
çıkarmalarının	Verb+Verb+Caus+Pos+Noun+Inf2+A3pl+P3sg+Gen	çık	779
çıkarsam	Verb+Verb+Caus+Pos+Desr+A1sg	çık	779
çıkartılmasındaki	Verb+Verb+Caus+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Loc+Adj+Rel	çık	779
çıkartılmasına	Verb+Verb+Caus+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Dat	çık	779
çıkartabilmiştir	Verb+Verb+Caus+Verb+Caus+Verb+Able+Pos+Narr+A3sg+Cop+A3sg	çık	779
çıkarıyorlar	Verb+Verb+Caus+Pos+Prog1+A3pl	çık	779
çıkarmalarına	Verb+Verb+Caus+Pos+Noun+Inf2+A3pl+P3sg+Dat	çık	779
çıkarmıştık	Verb+Verb+Caus+Pos+Narr+Past+A1pl	çık	779
çıkaramaz	Verb+Verb+Caus+Verb+Able+Neg+Aor+A3sg	çık	779
çıkarıldığı	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PastPart+P3sg	çık	779
çıkartmalı	Verb+Verb+Caus+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom+Adj+With	çık	779
çıkarıldıkları	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PastPart+P3pl	çık	779
çıkarabilecektir	Verb+Verb+Caus+Verb+Able+Pos+Fut+A3sg+Cop+A3sg	çık	779
çıkartıldığını	Verb+Verb+Caus+Verb+Caus+Verb+Pass+Pos+Noun+PastPart+A3sg+P3sg+Acc	çık	779
çıkarmaktan	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Abl	çık	779
çıkartmadı	Verb+Verb+Caus+Verb+Caus+Neg+Past+A3sg	çık	779
çıkarmamalıdır	Verb+Verb+Caus+Neg+Neces+A3sg+Cop+A3sg	çık	779
çıkarabildi	Verb+Verb+Caus+Verb+Able+Pos+Past+A3sg	çık	779
çıkardık	Verb+Verb+Caus+Pos+Noun+PastPart+A3sg+Pnon+Nom	çık	779
çıkarmıştım	Verb+Verb+Caus+Pos+Narr+Past+A1sg	çık	779
çıkartamadılar	Verb+Verb+Caus+Verb+Caus+Verb+Able+Neg+Past+A3pl	çık	779
çıkartacaklardır	Verb+Verb+Caus+Verb+Caus+Pos+Fut+A3pl+Cop+A3sg	çık	779
çıkardığına	Verb+Verb+Caus+Pos+Noun+PastPart+A3sg+P3sg+Dat	çık	779
çıkarabildiğini	Verb+Verb+Caus+Verb+Able+Pos+Noun+PastPart+A3sg+P3sg+Acc	çık	779
çıkartırım	Verb+Verb+Caus+Verb+Caus+Pos+Aor+A1sg	çık	779
çıkarılacaksınız	Verb+Verb+Caus+Verb+Pass+Pos+Fut+A2pl	çık	779
çıkarmalarıdır	Verb+Verb+Caus+Pos+Noun+Inf2+A3pl+P3sg+Nom+Verb+Pres+Cop+A3sg	çık	779
çıkardıklarından	Verb+Verb+Caus+Pos+Noun+PastPart+A3pl+P3sg+Abl	çık	779
çıkarırlarsa	Verb+Verb+Caus+Pos+Aor+A3pl+Cond	çık	779
çıkarabilecekler	Verb+Verb+Caus+Verb+Able+Pos+Fut+A3pl	çık	779
Çıkarmasında	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Loc	çık	779
çıkarmadım	Verb+Verb+Caus+Neg+Past+A1sg	çık	779
çıkarırım	Verb+Verb+Caus+Pos+Aor+A1sg	çık	779
çıkarıldığında	Verb+Verb+Caus+Verb+Pass+Pos+Noun+PastPart+A3sg+P3sg+Loc	çık	779
çıkarılmama	Verb+Verb+Caus+Verb+Pass+Neg+Noun+Inf2+A3sg+Pnon+Nom	çık	779
çıkartılmış	Verb+Verb+Caus+Verb+Caus+Verb+Pass+Pos+Narr+A3sg	çık	779
çıkarmışlar	Verb+Verb+Caus+Pos+Narr+A3pl	çık	779
çıkarılınca	Verb+Verb+Caus+Verb+Pass+Pos+Adv+When	çık	779
çıkararak	Verb+Verb+Caus+Pos+Adv+ByDoingSo	çık	779
çıkaramamışlar	Verb+Verb+Caus+Verb+Able+Neg+Narr+A3pl	çık	779
çıkartılabileceğini	Verb+Verb+Caus+Verb+Caus+Verb+Pass+Verb+Able+Pos+Noun+FutPart+A3sg+P3sg+Acc	çık	779
çıkarmasıdır	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Nom+Verb+Pres+Cop+A3sg	çık	779
çıkartama	Verb+Verb+Caus+Verb+Caus+Verb+Able+Neg+Imp+A2sg	çık	779
çıkartmam	Verb+Verb+Caus+Verb+Caus+Pos+Noun+Inf2+A3sg+P1sg+Nom	çık	779
çıkartılabilen	Verb+Verb+Caus+Verb+Caus+Verb+Pass+Verb+Able+Pos+Adj+PresPart	çık	779
çıkarmalarda	Verb+Verb+Caus+Pos+Noun+Inf2+A3pl+Pnon+Loc	çık	779
çıkarmalara	Verb+Verb+Caus+Pos+Noun+Inf2+A3pl+Pnon+Dat	çık	779
çıkarıldığını	Verb+Verb+Caus+Verb+Pass+Pos+Noun+PastPart+A3sg+P3sg+Acc	çık	779
çıkartabiliyor	Verb+Verb+Caus+Verb+Caus+Verb+Able+Pos+Prog1+A3sg	çık	779
çıkartmadığından	Verb+Verb+Caus+Verb+Caus+Neg+Noun+PastPart+A3sg+P3sg+Abl	çık	779
çıkarılmayacağı	Verb+Verb+Caus+Verb+Pass+Neg+Adj+FutPart+P3sg	çık	779
çıkarıldıklarını	Verb+Verb+Caus+Verb+Pass+Pos+Noun+PastPart+A3pl+P3sg+Acc	çık	779
çıkarttırmıştır	Verb+Verb+Caus+Verb+Caus+Verb+Caus+Pos+Narr+A3sg+Cop+A3sg	çık	779
çıkarsaydı	Verb+Verb+Caus+Pos+Desr+Past+A3sg	çık	779
çıkarmamıştır	Verb+Verb+Caus+Neg+Narr+A3sg+Cop+A3sg	çık	779
Çıkartıcı	Verb+Verb+Caus+Verb+Caus+Pos+Noun+Agt+A3sg+Pnon+Nom	çık	779
çıkarılmakla	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf1+A3sg+Pnon+Ins	çık	779
çıkarılabildiği	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Adj+PastPart+P3sg	çık	779
çıkartmışlardır	Verb+Verb+Caus+Verb+Caus+Pos+Narr+A3pl+Cop+A3sg	çık	779
çıkarmaları	Verb+Verb+Caus+Pos+Noun+Inf2+A3pl+P3sg+Nom	çık	779
çıkarmaktayız	Verb+Verb+Caus+Pos+Prog2+A1pl	çık	779
çıkaracakları	Verb+Verb+Caus+Pos+Adj+FutPart+P3pl	çık	779
çıkarırken	Verb+Verb+Caus+Pos+Aor+A3sg+Adv+While	çık	779
çıkarttırıldı	Verb+Verb+Caus+Verb+Caus+Verb+Caus+Verb+Pass+Pos+Past+A3sg	çık	779
çıkaracaksınız	Verb+Verb+Caus+Pos+Fut+A2pl	çık	779
çıkarmamış	Verb+Verb+Caus+Neg+Narr+A3sg	çık	779
çıkaramadıklarından	Verb+Verb+Caus+Verb+Able+Neg+Noun+PastPart+A3pl+P3sg+Abl	çık	779
çıkarmasınlar	Verb+Verb+Caus+Neg+Imp+A3pl	çık	779
çıkarılsın	Verb+Verb+Caus+Verb+Pass+Pos+Imp+A3sg	çık	779
çıkartabiliriz	Verb+Verb+Caus+Verb+Caus+Verb+Able+Pos+Aor+A1pl	çık	779
çıkartacaktır	Verb+Verb+Caus+Verb+Caus+Pos+Fut+A3sg+Cop+A3sg	çık	779
çıkarıldı	Verb+Verb+Caus+Verb+Pass+Pos+Past+A3sg	çık	779
Çıkarasım	Verb+Verb+Caus+Pos+Noun+FeelLike+A3sg+P1sg+Nom	çık	779
çıkarmamasını	Verb+Verb+Caus+Neg+Noun+Inf2+A3sg+P3sg+Acc	çık	779
çıkarmasının	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Gen	çık	779
çıkarttıkları	Verb+Verb+Caus+Verb+Caus+Pos+Adj+PastPart+P3pl	çık	779
çıkartılır	Verb+Verb+Caus+Verb+Caus+Verb+Pass+Pos+Aor+A3sg	çık	779
çıkarmamıza	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P1pl+Dat	çık	779
çıkartacakları	Verb+Verb+Caus+Verb+Caus+Pos+Adj+FutPart+P3pl	çık	779
çıkaramaması	Verb+Verb+Caus+Verb+Able+Neg+Noun+Inf2+A3sg+P3sg+Nom	çık	779
çıkarılamaması	Verb+Verb+Caus+Verb+Pass+Verb+Able+Neg+Noun+Inf2+A3sg+P3sg+Nom	çık	779
çıkartılmaması	Verb+Verb+Caus+Verb+Caus+Verb+Pass+Neg+Noun+Inf2+A3sg+P3sg+Nom	çık	779
çıkarılabilmekte	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Prog2+A3sg	çık	779
çıkartmaların	Verb+Verb+Caus+Verb+Caus+Pos+Noun+Inf2+A3pl+Pnon+Gen	çık	779
çıkartmamış	Verb+Verb+Caus+Verb+Caus+Neg+Narr+A3sg	çık	779
Çıkartmayı	Verb+Verb+Caus+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Acc	çık	779
çıkarmaktaydılar	Verb+Verb+Caus+Pos+Prog2+Past+A3pl	çık	779
çıkartana	Verb+Verb+Caus+Verb+Caus+Pos+Adj+PresPart+Noun+A3sg+Pnon+Dat	çık	779
çıkarabilmek	Verb+Verb+Caus+Verb+Able+Pos+Noun+Inf1+A3sg+Pnon+Nom	çık	779
çıkartabilmek	Verb+Verb+Caus+Verb+Caus+Verb+Able+Pos+Noun+Inf1+A3sg+Pnon+Nom	çık	779
çıkarmanın	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Gen	çık	779
çıkarabilmelerini	Verb+Verb+Caus+Verb+Able+Pos+Noun+Inf2+A3pl+P3sg+Acc	çık	779
çıkarıyorum	Verb+Verb+Caus+Pos+Prog1+A1sg	çık	779
çıkarabilirler	Verb+Verb+Caus+Verb+Able+Pos+Aor+A3pl	çık	779
çıkardıkça	Verb+Verb+Caus+Pos+Adv+AsLongAs	çık	779
çıkarılmamasına	Verb+Verb+Caus+Verb+Pass+Neg+Noun+Inf2+A3sg+P3sg+Dat	çık	779
çıkardıysa	Verb+Verb+Caus+Pos+Past+Cond+A3sg	çık	779
çıkarılamamıştı	Verb+Verb+Caus+Verb+Pass+Verb+Able+Neg+Narr+Past+A3sg	çık	779
çıkarıcı	Verb+Verb+Caus+Pos+Noun+Agt+A3sg+Pnon+Nom	çık	779
çıkartılmasıyla	Verb+Verb+Caus+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Ins	çık	779
çıkartılmasıdır	Verb+Verb+Caus+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom+Verb+Pres+Cop+A3sg	çık	779
çıkartacağını	Verb+Verb+Caus+Verb+Caus+Pos+Noun+FutPart+A3sg+P3sg+Acc	çık	779
çıkarılmayı	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+Pnon+Acc	çık	779
çıkartacaktı	Verb+Verb+Caus+Verb+Caus+Pos+Fut+Past+A3sg	çık	779
çıkarılabilirler	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Aor+A3pl	çık	779
çıkartılışına	Verb+Verb+Caus+Verb+Caus+Verb+Pass+Pos+Noun+Inf3+A3sg+P3sg+Dat	çık	779
çıkarmanızı	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P2pl+Acc	çık	779
çıkarılmaktadır	Verb+Verb+Caus+Verb+Pass+Pos+Prog2+A3sg+Cop+A3sg	çık	779
çıkartabilen	Verb+Verb+Caus+Verb+Caus+Verb+Able+Pos+Adj+PresPart	çık	779
çıkarsın	Verb+Verb+Caus+Pos+Imp+A3sg	çık	779
çıkarılmaktaydı	Verb+Verb+Caus+Verb+Pass+Pos+Prog2+Past+A3sg	çık	779
çıkarmalıyız	Verb+Verb+Caus+Pos+Neces+A1pl	çık	779
çıkarabiliyordu	Verb+Verb+Caus+Verb+Able+Pos+Prog1+Past+A3sg	çık	779
