word	pos_tag	morph_parse	lemma	correct_form
Temulin	UnDef	UnDef	Temulin	Temulin
vardı	Verb	Verb+Pos+Past+A3sg	var	vardı
.	Punc	Punc	.	.
Bunun	Pron	Pron+Demons+A3sg+Pnon+Gen	bu	Bunun
yanı	Noun	Noun+A3sg+P3sg+Nom	yan	yanı
sıra	Noun	Noun+A3sg+Pnon+Nom	sıra	sıra
,	Punc	Punc	,	,
Bekter	UnDef	UnDef	Bekter	Bekter
ve	Conj	Conj	ve	ve
Belgütey	UnDef	UnDef	Belgütey	Belgütey
isimli	Noun	Noun+A3sg+Pnon+Nom+Adj+With	isim	isimli
iki	Adj	Adj	iki	iki
üvey	Adj	Adj	üvey	üvey
kardeşi	Noun	Noun+A3sg+P3sg+Nom	kardeş	kardeşi
vardı	Verb	Verb+Pos+Past+A3sg	var	vardı
.	Punc	Punc	.	.
Cengiz	Noun	Noun+Prop+A3sg+Pnon+Nom	Cengiz	Cengiz
Han'ın	Noun	Noun+Prop+A3sg+Pnon+Apos+Gen	Han	Han'ın
imparatoriçesi	Noun	Noun+A3sg+P3sg+Nom	imparatoriçe	imparatoriçesi
ve	Conj	Conj	ve	ve
ilk	Adj	Adj	ilk	ilk
karısı	Noun	Noun+A3sg+P3sg+Nom	karı	karısı
Börte'den	UnDef	UnDef	Börte'den	Börte'den
4	Num	Num	4	4
çocuğu	Noun	Noun+A3sg+P3sg+Nom	çocuk	çocuğu
oldu	Verb	Verb+Pos+Past+A3sg	ol	oldu
.	Punc	Punc	.	.
Cengiz	Noun	Noun+Prop+A3sg+Pnon+Nom	Cengiz	Cengiz
Han'ın	Noun	Noun+Prop+A3sg+Pnon+Apos+Gen	Han	Han'ın
ayrıca	Adv	Adv	ayrıca	ayrıca
birçok	Det	Det	birçok	birçok
diğer	Adj	Adj	diğer	diğer
eşinden	Noun	Noun+A3sg+P3sg+Abl	eş	eşinden
birçok	Det	Det	birçok	birçok
çocuğu	Noun	Noun+A3sg+P3sg+Nom	çocuk	çocuğu
oldu	Verb	Verb+Pos+Past+A3sg	ol	oldu
ama	Conj	Conj	ama	ama
onlar	Pron	Pron+Demons+A3pl+Pnon+Nom	o	onlar
yerini	Noun	Noun+A3sg+P3sg+Acc	yer	yerini
almaktan	Verb	Verb+Pos+Noun+Inf1+A3sg+Pnon+Abl	al	almaktan
muaf	Adj	Adj	muaf	muaf
tutuldular	Verb	Verb+Verb+Pass+Pos+Past+A3pl	tut	tutuldular
,	Punc	Punc	,	,
ve	Conj	Conj	ve	ve
kızlarının	Noun	Noun+A3pl+P3sg+Gen	kız	kızlarının
kaç	Adj	Adj	kaç	kaç
kişi	Noun	Noun+A3sg+Pnon+Nom	kişi	kişi
olduğuna	Verb	Verb+Pos+Noun+PastPart+A3sg+P3sg+Dat	ol	olduğuna
değin	Postp	Postp+PCDat	değin	değin
bir	Det	Det	bir	bir
bilgi	Noun	Noun+A3sg+Pnon+Nom	bilgi	bilgi
yoktur	Adj	Adj+Verb+Pres+Cop+A3sg	yok	yoktur
.	Punc	Punc	.	.
Cengiz	Noun	Noun+Prop+A3sg+Pnon+Nom	Cengiz	Cengiz
Han'ın	Noun	Noun+Prop+A3sg+Pnon+Apos+Gen	Han	Han'ın
en	Adv	Adv	en	en
büyük	Adj	Adj	büyük	büyük
oğlu	Noun	Noun+A3sg+P3sg+Nom	oğul	oğlu
Cuci'nin	Noun	Noun+Prop+A3sg+Pnon+Apos+Gen	Cuci	Cuci'nin
babasının	Noun	Noun+A3sg+P3sg+Gen	baba	babasının
kim	Pron	Pron+Ques+A3sg+Pnon+Nom	kim	kim
olduğuna	Verb	Verb+Pos+Noun+PastPart+A3sg+P3sg+Dat	ol	olduğuna
değin	Postp	Postp+PCDat	değin	değin
hep	Adv	Adv	hep	hep
sorular	Noun	Noun+A3pl+Pnon+Nom	soru	sorular
olmuş	Verb	Verb+Pos+Narr+A3sg	ol	olmuş
;	Punc	Punc	;	;
ve	Conj	Conj	ve	ve
Cengiz	Noun	Noun+Prop+A3sg+Pnon+Nom	Cengiz	Cengiz
Han	Noun	Noun+A3sg+Pnon+Nom	han	Han
sonrasında	Noun	Noun+A3sg+P3sg+Loc	sonra	sonrasında
da	Conj	Conj	da	da
bu	Det	Det	bu	bu
tartışmalar	Verb	Verb+Pos+Noun+Inf2+A3pl+Pnon+Nom	tartış	tartışmalar
İmparatorlukta	Noun	Noun+A3sg+Pnon+Loc	imparatorluk	İmparatorlukta
devam	Noun	Noun+A3sg+Pnon+Nom	devam	devam
etmiştir	Verb	Verb+Pos+Narr+A3sg+Cop+A3sg	et	etmiştir
.	Punc	Punc	.	.
Temuçin	Noun	Noun+Prop+A3sg+Pnon+Nom	Temuçin	Temuçin
ile	Postp	Postp+PCNom	ile	ile
Börte	Verb	Verb+Pos+Opt+A3sg	bört	Börte
evlendikten	Verb	Verb+Pos+Noun+PastPart+A3sg+Pnon+Abl	evlen	evlendikten
sonra	Postp	Postp+PCAbl	sonra	sonra
;	Punc	Punc	;	;
Börte	Verb	Verb+Pos+Opt+A3sg	bört	Börte
Merkitler	UnDef	UnDef	Merkitler	Merkitler
tarafından	Noun	Noun+A3sg+P3sg+Abl	taraf	tarafından
kaçırılmış	Verb	Verb+Verb+Pass+Pos+Narr+A3sg	kaçır	kaçırılmış
ve	Conj	Conj	ve	ve
bir	Det	Det	bir	bir
adamın	Noun	Noun+A3sg+Pnon+Gen	adam	adamın
karısı	Noun	Noun+A3sg+P3sg+Nom	karı	karısı
yapılmıştır	Verb	Verb+Verb+Pass+Pos+Narr+A3sg+Cop+A3sg	yap	yapılmıştır
.	Punc	Punc	.	.
Kurtarıldıktan	Verb	Verb+Verb+Pass+Pos+Noun+PastPart+A3sg+Pnon+Abl	kurtar	Kurtarıldıktan
yaklaşık	Adj	Adj	yaklaşık	yaklaşık
dokuz	Adj	Adj	dokuz	dokuz
ay	Noun	Noun+A3sg+Pnon+Nom	Ay	ay
sonra	Postp	Postp+PCAbl	sonra	sonra
da	Conj	Conj	da	da
doğum	Noun	Noun+A3sg+Pnon+Nom	doğum	doğum
yapmış	Verb	Verb+Pos+Narr+A3sg	yap	yapmış
;	Punc	Punc	;	;
Cengizhan	Noun	Noun+Prop+A3sg+Pnon+Nom	Cengizhan	Cengizhan
da	Conj	Conj	da	da
emin	Adj	Adj	emin	emin
olamadığı	Verb	Verb+Verb+Able+Neg+Adj+PastPart+P3sg	ol	olamadığı
için	Postp	Postp+PCNom	için	için
oğluna	Noun	Noun+A3sg+P3sg+Dat	oğul	oğluna
Moğolca	Adj	Adj	Moğolca	Moğolca
""""	Punc	Punc	""""	""""
konuk	Noun	Noun+A3sg+Pnon+Nom	konuk	konuk
""""	Punc	Punc	""""	""""
manasına	Noun	Noun+A3sg+P3sg+Dat	mana	manasına
gelen	Verb	Verb+Pos+Adj+PresPart	gel	gelen
Cuci	Noun	Noun+Prop+A3sg+Pnon+Nom	Cuci	Cuci
ismini	Noun	Noun+A3sg+P3sg+Acc	isim	ismini
koymuştur	Verb	Verb+Pos+Narr+A3sg+Cop+A3sg	koy	koymuştur
.	Punc	Punc	.	.
Yine	Adv	Adv	yine	Yine
de	Conj	Conj	de	de
Cuci'ye	Noun	Noun+Prop+A3sg+Pnon+Apos+Dat	Cuci	Cuci'ye
her	Det	Det	her	her
zaman	Noun	Noun+A3sg+Pnon+Nom	zaman	zaman
öz	Noun	Noun+A3sg+Pnon+Nom	öz	öz
oğlu	Noun	Noun+A3sg+P3sg+Nom	oğul	oğlu
gibi	Postp	Postp+PCNom	gibi	gibi
davranmıştır	Verb	Verb+Pos+Narr+A3sg+Cop+A3sg	davran	davranmıştır
Moğolistan'ın	Noun	Noun+Prop+A3sg+Pnon+Apos+Gen	Moğolistan	Moğolistan'ın
gizli	Adj	Adj	gizli	gizli
tarihi'ne	Noun	Noun+A3sg+P3sg+Apos+Dat	tarih	tarihi'ne
göre	Postp	Postp+PCDat	göre	göre
;	Punc	Punc	;	;
Çağatay	Noun	Noun+Prop+A3sg+Pnon+Nom	Çağatay	Çağatay
Harezmşahlar'a	UnDef	UnDef	Harezmşahlar'a	Harezmşahlar'a
sefer	Noun	Noun+A3sg+Pnon+Nom	sefer	sefer
öncesinde	Noun	Noun+A3sg+P3sg+Loc	önce	öncesinde
;	Punc	Punc	;	;
Cuci'nin	Noun	Noun+Prop+A3sg+Pnon+Apos+Gen	Cuci	Cuci'nin
Cengiz	Noun	Noun+Prop+A3sg+Pnon+Nom	Cengiz	Cengiz
Han'ın	Noun	Noun+Prop+A3sg+Pnon+Apos+Gen	Han	Han'ın
yerine	Noun	Noun+A3sg+P3sg+Dat	yer	yerine
geçmesini	Verb	Verb+Pos+Noun+Inf2+A3sg+P3sg+Acc	geç	geçmesini
asla	Adv	Adv	asla	asla
kabul	Noun	Noun+A3sg+Pnon+Nom	kabul	kabul
edemeyeceğini	Verb	Verb+Verb+Able+Neg+Noun+FutPart+A3sg+P3sg+Acc	et	edemeyeceğini
söylemiş	Verb	Verb+Pos+Narr+A3sg	söyle	söylemiş
;	Punc	Punc	;	;
bunun	Pron	Pron+Demons+A3sg+Pnon+Gen	bu	bunun
karşılığında	Noun	Noun+A3sg+P3sg+Loc	karşılık	karşılığında
ikisi	Adj	Adj+Noun+A3sg+P3sg+Nom	iki	ikisi
de	Conj	Conj	de	de
Cengiz	Noun	Noun+Prop+A3sg+Pnon+Nom	Cengiz	Cengiz
Han'ın	Noun	Noun+Prop+A3sg+Pnon+Apos+Gen	Han	Han'ın
yerine	Noun	Noun+A3sg+P3sg+Dat	yer	yerine
geçememiş	Verb	Verb+Verb+Able+Neg+Narr+A3sg	geç	geçememiş
Ögeday	Noun	Noun+Prop+A3sg+Pnon+Nom	Ögeday	Ögeday
kağan	Noun	Noun+Prop+A3sg+Pnon+Nom	Kağan	kağan
olmuş	Verb	Verb+Pos+Narr+A3sg	ol	olmuş
ve	Conj	Conj	ve	ve
Cengiz	Noun	Noun+Prop+A3sg+Pnon+Nom	Cengiz	Cengiz
Han	Noun	Noun+A3sg+Pnon+Nom	han	Han
öldükten	Verb	Verb+Pos+Noun+PastPart+A3sg+Pnon+Abl	öl	öldükten
sonra	Postp	Postp+PCAbl	sonra	sonra
""""	Punc	Punc	""""	""""
Kağan	Noun	Noun+Prop+A3sg+Pnon+Nom	Kağan	Kağan
""""	Punc	Punc	""""	""""
olarak	Verb	Verb+Pos+Adv+ByDoingSo	ol	olarak
yerini	Noun	Noun+A3sg+P3sg+Acc	yer	yerini
almıştır	Verb	Verb+Pos+Narr+A3sg+Cop+A3sg	al	almıştır
.	Punc	Punc	.	.
Zaten	Adv	Adv	zaten	Zaten
Cuci	Noun	Noun+Prop+A3sg+Pnon+Nom	Cuci	Cuci
1226'da	Num	Num+Noun+Apos+A3sg+Pnon+Loc	1226	1226'da
babasından	Noun	Noun+A3sg+P3sg+Abl	baba	babasından
önce	Postp	Postp+PCAbl	önce	önce
ölmüştür	Verb	Verb+Pos+Narr+A3sg+Cop+A3sg	öl	ölmüştür
.	Punc	Punc	.	.
Efsanelere	Noun	Noun+A3pl+Pnon+Dat	efsane	Efsanelere
ve	Conj	Conj	ve	ve
daha	Adv	Adv	daha	daha
sonraki	Noun	Noun+A3sg+Pnon+Nom+Adj+Rel	sonra	sonraki
yazarlara	Noun	Noun+A3pl+Pnon+Dat	yazar	yazarlara
göre	Postp	Postp+PCDat	göre	göre
,	Punc	Punc	,	,
Temuçin'in	Noun	Noun+Prop+A3sg+Pnon+Apos+Gen	Temuçin	Temuçin'in
çocukluğu	Noun	Noun+A3sg+P3sg+Nom	çocukluk	çocukluğu
oldukça	Adv	Adv	oldukça	oldukça
zor	Adj	Adj	zor	zor
geçti	Verb	Verb+Pos+Past+A3sg	geç	geçti
.	Punc	Punc	.	.
Henüz	Adv	Adv	henüz	Henüz
9	Num	Num	9	9
yaşındayken	Noun	Noun+A3sg+P3sg+Loc+Verb+Adv+While	yaş	yaşındayken
,	Punc	Punc	,	,
görücü	Verb	Verb+Pos+Noun+Agt+A3sg+Pnon+Nom	gör	görücü
usülü	UnDef	UnDef	usülü	usülü
evliliğine	Noun	Noun+A3sg+P3sg+Dat	evlilik	evliliğine
göre	Postp	Postp+PCDat	göre	göre
babası	Noun	Noun+A3sg+P3sg+Nom	baba	babası
Yeşügey	UnDef	UnDef	Yeşügey	Yeşügey
,	Punc	Punc	,	,
Temuçin'i	Noun	Noun+Prop+A3sg+Pnon+Apos+Acc	Temuçin	Temuçin'i
eşi	Noun	Noun+A3sg+P3sg+Nom	eş	eşi
Börte'nin	UnDef	UnDef	Börte'nin	Börte'nin
Onkırat	UnDef	UnDef	Onkırat	Onkırat
kabilesinden	Noun	Noun+A3sg+P3sg+Abl	kabile	kabilesinden
olan	Verb	Verb+Pos+Adj+PresPart	ol	olan
ailesine	Noun	Noun+A3sg+P3sg+Dat	aile	ailesine
verdi	Verb	Verb+Pos+Past+A3sg	ver	verdi
.	Punc	Punc	.	.
Burada	Noun	Noun+A3sg+Pnon+Loc	bura	Burada
evlilik	Noun	Noun+A3sg+Pnon+Nom	evlilik	evlilik
yaşı	Noun	Noun+A3sg+P3sg+Nom	yaş	yaşı
olan	Verb	Verb+Pos+Adj+PresPart	ol	olan
,	Punc	Punc	,	,
10	Num	Num	10	10
yaşına	Noun	Noun+A3sg+P3sg+Dat	yaş	yaşına
gelene	Verb	Verb+Pos+Adj+PresPart+Noun+A3sg+Pnon+Dat	gel	gelene
kadar	Postp	Postp+PCDat	kadar	kadar
Deiseçen'e	UnDef	UnDef	Deiseçen'e	Deiseçen'e
;	Punc	Punc	;	;
evin	Noun	Noun+A3sg+Pnon+Gen	ev	evin
reisine	Noun	Noun+A3sg+P3sg+Dat	reis	reisine
hizmet	Noun	Noun+A3sg+Pnon+Nom	hizmet	hizmet
etti	Verb	Verb+Pos+Past+A3sg	et	etti
.	Punc	Punc	.	.
Evine	Noun	Noun+A3sg+P3sg+Dat	ev	Evine
dönerken	Verb	Verb+Pos+Aor+A3sg+Adv+While	dön	dönerken
babası	Noun	Noun+A3sg+P3sg+Nom	baba	babası
Tatarlar	Noun	Noun+A3pl+Pnon+Nom	Tatar	Tatarlar
tarafından	Noun	Noun+A3sg+P3sg+Abl	taraf	tarafından
zehirlenmişti	Verb	Verb+Verb+Pass+Pos+Narr+Past+A3sg	zehirle	zehirlenmişti
.	Punc	Punc	.	.
Bunun	Pron	Pron+Demons+A3sg+Pnon+Gen	bu	Bunun
sebebi	Noun	Noun+A3sg+P3sg+Nom	sebep	sebebi
de	Conj	Conj	de	de
onlara	Pron	Pron+Demons+A3pl+Pnon+Dat	o	onlara
karşı	Postp	Postp+PCDat	karşı	karşı
yaptığı	Verb	Verb+Pos+Adj+PastPart+P3sg	yap	yaptığı
seferler	Noun	Noun+A3pl+Pnon+Nom	sefer	seferler
ve	Conj	Conj	ve	ve
saldırılardı	Noun	Noun+A3pl+Pnon+Nom+Verb+Past+A3sg	saldırı	saldırılardı
.	Punc	Punc	.	.
Bu	Det	Det	bu	Bu
sayede	Noun	Noun+A3sg+Pnon+Loc	saye	sayede
Temuçin	Noun	Noun+Prop+A3sg+Pnon+Nom	Temuçin	Temuçin
kabilenin	Noun	Noun+A3sg+Pnon+Gen	kabile	kabilenin
reisi	Noun	Noun+A3sg+P3sg+Nom	reis	reisi
olmuştu	Verb	Verb+Pos+Narr+Past+A3sg	ol	olmuştu
,	Punc	Punc	,	,
ancak	Conj	Conj	ancak	ancak
kabilenin	Noun	Noun+A3sg+Pnon+Gen	kabile	kabilenin
üyeleri	Noun	Noun+A3pl+P3sg+Nom	üye	üyeleri
küçük	Adj	Adj	küçük	küçük
bir	Det	Det	bir	bir
çocuğun	Noun	Noun+A3sg+Pnon+Gen	çocuk	çocuğun
liderliğini	Noun	Noun+A3sg+P3sg+Acc	liderlik	liderliğini
kabul	Noun	Noun+A3sg+Pnon+Nom	kabul	kabul
etmediler	Verb	Verb+Neg+Past+A3pl	et	etmediler
ve	Conj	Conj	ve	ve
Temuçin'i	Noun	Noun+Prop+A3sg+Pnon+Apos+Acc	Temuçin	Temuçin'i
ve	Conj	Conj	ve	ve
ailesini	Noun	Noun+A3sg+P3sg+Acc	aile	ailesini
terkettiler	UnDef	UnDef	terkettiler	terkettiler
.	Punc	Punc	.	.
Devam	Noun	Noun+A3sg+Pnon+Nom	devam	Devam
eden	Verb	Verb+Pos+Adj+PresPart	et	eden
yıllarda	Noun	Noun+A3pl+Pnon+Loc	yıl	yıllarda
,	Punc	Punc	,	,
Temuçin	Noun	Noun+Prop+A3sg+Pnon+Nom	Temuçin	Temuçin
ve	Conj	Conj	ve	ve
ailesi	Noun	Noun+A3sg+P3sg+Nom	aile	ailesi
doğada	Noun	Noun+A3sg+Pnon+Loc	doğa	doğada
göçebe	Adj	Adj	göçebe	göçebe
hayatı	Noun	Noun+A3sg+P3sg+Nom	hayat(I)	hayatı
yaşadı	Verb	Verb+Pos+Past+A3sg	yaşa	yaşadı
.	Punc	Punc	.	.
Ağaçlardaki	Noun	Noun+A3pl+Pnon+Loc+Adj+Rel	ağaç	Ağaçlardaki
meyvalardan	UnDef	UnDef	meyvalardan	meyvalardan
ve	Conj	Conj	ve	ve
doğadaki	Noun	Noun+A3sg+Pnon+Loc+Adj+Rel	doğa	doğadaki
hayvanları	Noun	Noun+A3pl+P3sg+Nom	hayvan	hayvanları
avlayarak	Verb	Verb+Pos+Adv+ByDoingSo	avla	avlayarak
yaşıyorlardı	Verb	Verb+Pos+Prog1+A3pl+Past	yaşa	yaşıyorlardı
.	Punc	Punc	.	.
Bir	Det	Det	bir	Bir
seferinde	Noun	Noun+A3sg+P3sg+Loc	sefer	seferinde
de	Conj	Conj	de	de
,	Punc	Punc	,	,
Temuçin	Noun	Noun+Prop+A3sg+Pnon+Nom	Temuçin	Temuçin
üvey	Adj	Adj	üvey	üvey
kardeşi	Noun	Noun+A3sg+P3sg+Nom	kardeş	kardeşi
Bekter'i	UnDef	UnDef	Bekter'i	Bekter'i
avladıkları	Verb	Verb+Pos+Adj+PastPart+P3pl	avla	avladıkları
hayvanı	Noun	Noun+A3sg+P3sg+Nom	hayvan	hayvanı
bölüşürken	Verb	Verb+Pos+Aor+A3sg+Adv+While	bölüş	bölüşürken
anlaşamadığı	Verb	Verb+Verb+Able+Neg+Adj+PastPart+P3sg	anlaş	anlaşamadığı
için	Postp	Postp+PCNom	için	için
öldürdü	Verb	Verb+Verb+Caus+Pos+Past+A3sg	öl	öldürdü
.	Punc	Punc	.	.
Annesi	Noun	Noun+A3sg+P3sg+Nom	anne	Annesi
karşı	Postp	Postp+PCDat	karşı	karşı
çıksa	Verb	Verb+Pos+Desr+A3sg	çık	çıksa
da	Conj	Conj	da	da
,	Punc	Punc	,	,
öldürmek	Verb	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	öl	öldürmek
üzerine	Noun	Noun+Prop+A3sg+P3sg+Dat	Üzer	üzerine
hiç	Adv	Adv	hiç	hiç
bir	Det	Det	bir	bir
zaman	Noun	Noun+A3sg+Pnon+Nom	zaman	zaman
pişmanlık	Adj	Adj+Noun+Ness+A3sg+Pnon+Nom	pişman	pişmanlık
göstermedi	Verb	Verb+Neg+Past+A3sg	göster	göstermedi
.	Punc	Punc	.	.
Bu	Det	Det	bu	Bu
olay	Noun	Noun+A3sg+Pnon+Nom	olay	olay
ayrıca	Adv	Adv	ayrıca	ayrıca
onu	Pron	Pron+Demons+A3sg+Pnon+Acc	o	onu
ailenin	Noun	Noun+A3sg+Pnon+Gen	aile	ailenin
reisi	Noun	Noun+A3sg+P3sg+Nom	reis	reisi
yapmıştı	Verb	Verb+Pos+Narr+Past+A3sg	yap	yapmıştı
.	Punc	Punc	.	.
1182'deki	Num	Num+Noun+Apos+A3sg+Pnon+Loc+Adj+Rel	1182	1182'deki
başka	Adj	Adj	başka	başka
bir	Det	Det	bir	bir
olayda	Noun	Noun+A3sg+Pnon+Loc	olay	olayda
da	Conj	Conj	da	da
,	Punc	Punc	,	,
eski	Adj	Adj	eski	eski
kabilesi	Noun	Noun+A3sg+P3sg+Nom	kabile	kabilesi
tarafından	Noun	Noun+A3sg+P3sg+Abl	taraf	tarafından
saldırıya	Noun	Noun+A3sg+Pnon+Dat	saldırı	saldırıya
uğramış	Verb	Verb+Pos+Narr+A3sg	uğra	uğramış
ve	Conj	Conj	ve	ve
esir	Noun	Noun+A3sg+Pnon+Nom	esir	esir
düşmüştü	Verb	Verb+Pos+Narr+Past+A3sg	düş	düşmüştü
.	Punc	Punc	.	.
Tayiçyutlar'a	UnDef	UnDef	Tayiçyutlar'a	Tayiçyutlar'a
esir	Noun	Noun+A3sg+Pnon+Nom	esir	esir
düştüğünde	Verb	Verb+Pos+Noun+PastPart+A3sg+P3sg+Loc	düş	düştüğünde
,	Punc	Punc	,	,
gelecekte	Noun	Noun+A3sg+Pnon+Loc	gelecek	gelecekte
generallerinden	Noun	Noun+A3pl+P3sg+Abl	general	generallerinden
biri	Pron	Pron+Quant+A3sg+P3sg+Nom	biri	biri
olacak	Verb	Verb+Pos+Fut+A3sg	ol	olacak
Çilayun'un	UnDef	UnDef	Çilayun'un	Çilayun'un
yardımı	Noun	Noun+A3sg+P3sg+Nom	yardım	yardımı
ile	Postp	Postp+PCNom	ile	ile
kaçtı	Verb	Verb+Pos+Past+A3sg	kaç	kaçtı
.	Punc	Punc	.	.
Annesi	Noun	Noun+A3sg+P3sg+Nom	anne	Annesi
Helin	Noun	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P2sg+Nom	he	Helin
Temuçin'e	Noun	Noun+Prop+A3sg+Pnon+Apos+Dat	Temuçin	Temuçin'e
hayatta	Noun	Noun+A3sg+Pnon+Loc	hayat(I)	hayatta
kalabilmesi	Verb	Verb+Verb+Able+Pos+Noun+Inf2+A3sg+P3sg+Nom	kal	kalabilmesi
için	Postp	Postp+PCNom	için	için
birçok	Det	Det	birçok	birçok
ders	Noun	Noun+A3sg+Pnon+Nom	ders	ders
verdi	Verb	Verb+Pos+Past+A3sg	ver	verdi
.	Punc	Punc	.	.
Moğolistan'ın	Noun	Noun+Prop+A3sg+Pnon+Apos+Gen	Moğolistan	Moğolistan'ın
politikasından	Noun	Noun+A3sg+P3sg+Abl	politika	politikasından
,	Punc	Punc	,	,
diğer	Adj	Adj	diğer	diğer
kabilelerle	Noun	Noun+A3pl+Pnon+Ins	kabile	kabilelerle
ittifak	Noun	Noun+A3sg+Pnon+Nom	ittifak	ittifak
kurmaya	Verb	Verb+Pos+Noun+Inf2+A3sg+Pnon+Dat	kur	kurmaya
,	Punc	Punc	,	,
ve	Conj	Conj	ve	ve
zor	Adj	Adj	zor	zor
tabiat	Noun	Noun+A3sg+Pnon+Nom	tabiat	tabiat
koşullarına	Noun	Noun+A3pl+P3sg+Dat	koşul	koşullarına
kadar	Postp	Postp+PCDat	kadar	kadar
.	Punc	Punc	.	.
Bu	Det	Det	bu	Bu
gelecekte	Noun	Noun+A3sg+Pnon+Loc	gelecek	gelecekte
Temuçin'in	Noun	Noun+Prop+A3sg+Pnon+Apos+Gen	Temuçin	Temuçin'in
anlayışını	Noun	Noun+A3sg+P3sg+Acc	anlayış	anlayışını
da	Conj	Conj	da	da
bir	Det	Det	bir	bir
şekle	Noun	Noun+A3sg+Pnon+Dat	şekil	şekle
sokar	Verb	Verb+Pos+Aor+A3sg	sok	sokar
.	Punc	Punc	.	.
Gelecekteki	Noun	Noun+A3sg+Pnon+Loc+Adj+Rel	gelecek	Gelecekteki
generallerinden	Noun	Noun+A3pl+P3sg+Abl	general	generallerinden
Cebe	Noun	Noun+A3sg+Pnon+Dat	cep	Cebe
ve	Conj	Conj	ve	ve
Borçu	UnDef	UnDef	Borçu	Borçu
da	Conj	Conj	da	da
bu	Det	Det	bu	bu
dönemde	Noun	Noun+A3sg+Pnon+Loc	dönem	dönemde
Temuçin'e	Noun	Noun+Prop+A3sg+Pnon+Apos+Dat	Temuçin	Temuçin'e
katılırlar	Verb	Verb+Verb+Pass+Pos+Aor+A3pl	kat	katılırlar
.	Punc	Punc	.	.
Kardeşleriyle	Noun	Noun+A3pl+P3sg+Ins	kardeş	Kardeşleriyle
beraber	Adj	Adj	beraber	beraber
,	Punc	Punc	,	,
ilk	Adj	Adj	ilk	ilk
gelişme	Verb	Verb+Pos+Noun+Inf2+A3sg+Pnon+Nom	geliş	gelişme
ve	Conj	Conj	ve	ve
diplomasi	Noun	Noun+A3sg+Pnon+Nom	diplomasi	diplomasi
için	Postp	Postp+PCNom	için	için
insan	Noun	Noun+A3sg+Pnon+Nom	insan	insan
gücünü	Noun	Noun+A3sg+P3sg+Acc	güç	gücünü
temsil	Noun	Noun+A3sg+Pnon+Nom	temsil	temsil
ettiler	Verb	Verb+Pos+Past+A3pl	et	ettiler
.	Punc	Punc	.	.
Temuçin	Noun	Noun+Prop+A3sg+Pnon+Nom	Temuçin	Temuçin
Börte	Verb	Verb+Pos+Opt+A3sg	bört	Börte
ile	Postp	Postp+PCNom	ile	ile
16	Num	Num	16	16
yaşındayken	Noun	Noun+A3sg+P3sg+Loc+Verb+Adv+While	yaş	yaşındayken
evlilik	Noun	Noun+A3sg+Pnon+Nom	evlilik	evlilik
düğünü	Noun	Noun+A3sg+P3sg+Nom	düğün	düğünü
yaptı	Verb	Verb+Pos+Past+A3sg	yap	yaptı
.	Punc	Punc	.	.
Daha	Adv	Adv	daha	Daha
sonra	Postp	Postp+PCAbl	sonra	sonra
Merkit	UnDef	UnDef	Merkit	Merkit
kabilesi	Noun	Noun+A3sg+P3sg+Nom	kabile	kabilesi
tarafından	Noun	Noun+A3sg+P3sg+Abl	taraf	tarafından
kaçırıldı	Verb	Verb+Verb+Pass+Pos+Past+A3sg	kaçır	kaçırıldı
,	Punc	Punc	,	,
Temuçin	Noun	Noun+Prop+A3sg+Pnon+Nom	Temuçin	Temuçin
de	Conj	Conj	de	de
Börte'yi	UnDef	UnDef	Börte'yi	Börte'yi
o	Det	Det	o	o
dönemdeki	Noun	Noun+A3sg+Pnon+Loc+Adj+Rel	dönem	dönemdeki
arkadaşı	Noun	Noun+A3sg+P3sg+Nom	arkadaş	arkadaşı
daha	Adv	Adv	daha	daha
sonra	Postp	Postp+PCAbl	sonra	sonra
da	Conj	Conj	da	da
düşmanı	Noun	Noun+A3sg+P3sg+Nom	düşman	düşmanı
olan	Verb	Verb+Pos+Adj+PresPart	ol	olan
Camuka'nın	UnDef	UnDef	Camuka'nın	Camuka'nın
yardımıyla	Noun	Noun+A3sg+P3sg+Ins	yardım	yardımıyla
kurtardı	Verb	Verb+Pos+Past+A3sg	kurtar	kurtardı
.	Punc	Punc	.	.
Börte	Verb	Verb+Pos+Opt+A3sg	bört	Börte
hep	Adv	Adv	hep	hep
tek	Adj	Adj	tek	tek
imparatoriçeydi	Noun	Noun+A3sg+Pnon+Nom+Verb+Past+A3sg	imparatoriçe	imparatoriçeydi
,	Punc	Punc	,	,
ama	Conj	Conj	ama	ama
Temuçin	Noun	Noun+Prop+A3sg+Pnon+Nom	Temuçin	Temuçin
geleneklere	Noun	Noun+A3pl+Pnon+Dat	gelenek	geleneklere
uyarak	Verb	Verb+Pos+Adv+ByDoingSo	uy	uyarak
meritokratik	UnDef	UnDef	meritokratik	meritokratik
eşleri	Noun	Noun+A3pl+P3sg+Nom	eş	eşleri
oldu	Verb	Verb+Pos+Past+A3sg	ol	oldu
.	Punc	Punc	.	.
Börte'nin	UnDef	UnDef	Börte'nin	Börte'nin
ilk	Adj	Adj	ilk	ilk
çocuğu	Noun	Noun+A3sg+P3sg+Nom	çocuk	çocuğu
Cuci	Noun	Noun+Prop+A3sg+Pnon+Nom	Cuci	Cuci
,	Punc	Punc	,	,
