lemma	morph_parse	correct_form	frequency
seslen	Verb+Verb+Caus+Pos+Adj+PresPart	seslendiren	176
işle	Verb+Verb+Caus+Pos+Noun+Inf2+A3pl+Pnon+Nom	işletmeler	175
işle	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Dat	işletmeye	174
işle	Verb+Verb+Caus+Verb+Pass+Pos+Prog2+A3sg+Cop+A3sg	işletilmektedir	174
sür	Verb+Verb+Caus+Verb+Pass+Pos+Prog2+A3sg+Cop+A3sg	sürdürülmektedir	173
çık	Verb+Verb+Caus+Verb+Caus+Pos+Adj+PresPart	çıkartan	172
belir	Verb+Verb+Caus+Pos+Narr+A3sg	belirtmiş	170
sal	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Dat	saldırmaya	170
çık	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Nom	çıkarması	170
birleş	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg	birleştirilmiş	169
düzel	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	düzeltmek	168
yetiş	Verb+Verb+Caus+Pos+Narr+A3sg+Cop+A3sg	yetiştirmiştir	168
sür	Verb+Verb+Caus+Pos+Past+A3pl	sürdürdüler	166
uyan	Verb+Verb+Caus+Pos+Adj+PresPart	uyandıran	166
dönüş	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	dönüştürme	165
yerleş	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom	yerleştirilmesi	165
et	Verb+Verb+Caus+Pos+Adj+PastPart+P3sg	ettirdiği	165
çalış	Verb+Verb+Caus+Pos+Narr+A3sg+Cop+A3sg	çalıştırmıştır	164
kazan	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	kazandırmak	164
güçlen	Verb+Verb+Caus+Pos+Past+A3sg	güçlendirdi	164
geliş	Verb+Verb+Caus+Pos+Aor+A3sg	geliştirir	163
art	Verb+Verb+Caus+Pos+Narr+A3sg+Cop+A3sg	arttırmıştır	163
gerek	Verb+Verb+Caus+Pos+Prog2+A3sg+Cop+A3sg	gerektirmektedir	163
oluş	Verb+Verb+Caus+Verb+Able+Pos+Aor+A3sg	oluşturabilir	162
geliş	Verb+Verb+Caus+Pos+Narr+A3pl+Cop+A3sg	geliştirmişlerdir	162
birleş	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Ins	birleştirilmesiyle	160
bil	Verb+Verb+Caus+Verb+Pass+Pos+Aor+A3sg	bildirilir	159
başla	Verb+Verb+Caus+Pos+Narr+A3sg	başlatmış	159
kuru	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg	kurutulmuş	158
et	Verb+Verb+Caus+Pos+Prog2+A3sg+Cop+A3sg	ettirmektedir	158
karış	Verb+Verb+Caus+Verb+Pass+Pos+Adv+ByDoingSo	karıştırılarak	158
bulun	Verb+Verb+Caus+Pos+Adj+PastPart+P3sg	bulundurduğu	157
kapa	Verb+Verb+Caus+Verb+Pass+Pos+Aor+A3sg	kapatılır	157
kapa	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	kapatmak	156
birleş	Verb+Verb+Caus+Verb+Pass+Pos+Past+A3sg	birleştirildi	156
kapa	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PresPart	kapatılan	156
öl	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Acc	öldürülmesini	156
dol	Verb+Verb+Caus+Pos+Adj+PresPart	dolduran	156
yürü	Verb+Verb+Caus+Pos+Narr+A3sg	yürütmüş	156
art	Verb+Verb+Caus+Pos+Adj+PresPart	arttıran	155
birleş	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	birleştirmek	155
uza	Verb+Verb+Caus+Pos+Past+A3sg	uzattı	155
azal	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom	azaltılması	155
dönüş	Verb+Verb+Caus+Verb+Pass+Pos+Aor+A3sg	dönüştürülür	155
genişle	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	genişletmek	154
dönüş	Verb+Verb+Caus+Pos+Aor+A3sg	dönüştürür	153
genişle	Verb+Verb+Caus+Verb+Pass+Pos+Past+A3sg	genişletildi	153
işle	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Nom	işletmesi	153
dönüş	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom	dönüştürülmesi	152
çalış	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Dat	çalıştırmaya	152
birleş	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg+Cop+A3sg	birleştirilmiştir	150
değiş	Verb+Verb+Caus+Verb+Pass+Pos+Aor+A3sg	değiştirilir	146
yürü	Verb+Verb+Caus+Pos+Aor+A3sg	yürütür	146
dol	Verb+Verb+Caus+Pos+Past+A3sg	doldurdu	146
sal	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Nom	saldırması	146
çık	Verb+Verb+Caus+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	çıkartmak	146
tanı	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PresPart	tanıtılan	145
dönüş	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg	dönüştürülmüş	144
oluş	Verb+Verb+Caus+Pos+Adv+AfterDoingSo	oluşturup	144
dur	Verb+Verb+Caus+Pos+Aor+A3sg	durdurur	143
çık	Verb+Verb+Caus+Verb+Caus+Verb+Pass+Pos+Aor+A3sg	çıkartılır	143
çalış	Verb+Verb+Caus+Pos+Prog2+A3sg+Cop+A3sg	çalıştırmaktadır	142
öl	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Ins	öldürülmesiyle	142
kazan	Verb+Verb+Caus+Pos+Aor+A3sg	kazandırır	141
değiş	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PresPart	değiştirilen	141
yetiş	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom	yetiştirilmesi	141
kap	Verb+Verb+Caus+Pos+Past+A3sg	kaptırdı	140
ulaş	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	ulaştırma	140
geliş	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+Pnon+Dat	geliştirilmeye	139
çık	Verb+Verb+Caus+Verb+Pass+Pos+Adv+ByDoingSo	çıkarılarak	139
yap	Verb+Verb+Caus+Pos+Narr+A3sg	yaptırmış	139
fırla	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PresPart	fırlatılan	139
çık	Verb+Verb+Caus+Verb+Caus+Pos+Adv+ByDoingSo	çıkartarak	138
kısal	Verb+Verb+Caus+Verb+Pass+Pos+Aor+A3sg	kısaltılır	138
yönel	Verb+Verb+Caus+Pos+Past+A3sg	yöneltti	138
geliş	Verb+Verb+Caus+Verb+Pass+Pos+Adv+ByDoingSo	geliştirilerek	138
değiş	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Aor+A3sg	değiştirilebilir	138
sıkış	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg	sıkıştırılmış	137
dur	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg+Cop+A3sg	durdurulmuştur	137
onurlan	Verb+Verb+Caus+Verb+Pass+Pos+Past+A3sg	onurlandırıldı	137
dönüş	Verb+Verb+Caus+Pos+Past+A3sg	dönüştürdü	137
geliş	Verb+Verb+Caus+Verb+Pass+Pos+Prog2+A3sg+Cop+A3sg	geliştirilmektedir	137
uy	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	uydurma	136
öl	Verb+Verb+Caus+Pos+Narr+A3sg	öldürmüş	136
et	Verb+Verb+Caus+Pos+Narr+A3sg	ettirmiş	136
geliş	Verb+Verb+Caus+Pos+Past+A3pl	geliştirdiler	135
uğra	Verb+Verb+Caus+Pos+Adv+ByDoingSo	uğratarak	135
yerleş	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	yerleştirme	135
uza	Verb+Verb+Caus+Pos+Noun+Inf2+A3pl+Pnon+Loc	uzatmalarda	134
geliş	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Loc	geliştirilmesinde	134
işle	Verb+Verb+Caus+Pos+Noun+Inf2+A3pl+P3sg+Nom	işletmeleri	134
çık	Verb+Verb+Caus+Pos+Prog2+A3sg+Cop+A3sg	çıkarmaktadır	134
dönüş	Verb+Verb+Caus+Pos+Adj+PresPart	dönüştüren	133
üre	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PresPart	Üretilen	133
belir	Verb+Verb+Caus+Pos+Past+A3pl	belirttiler	132
türe	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PresPart	türetilen	132
kapa	Verb+Verb+Caus+Pos+Aor+A3sg	kapatır	132
çık	Verb+Verb+Caus+Pos+Aor+A3pl	çıkarırlar	132
çalış	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	çalıştırmak	131
başla	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg	başlatılmış	130
et	Verb+Verb+Caus+Pos+Adv+ByDoingSo	ettirerek	130
yüksel	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg+Cop+A3sg	yükseltilmiştir	129
geliş	Verb+Verb+Caus+Pos+Noun+Agt+A3sg+Pnon+Nom	geliştirici	129
işle	Verb+Verb+Caus+Pos+Noun+Inf2+A3pl+Pnon+Gen	işletmelerin	129
in	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom	indirilmesi	129
yürü	Verb+Verb+Caus+Verb+Pass+Pos+Aor+A3sg	yürütülür	129
et	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PresPart	ettirilen	129
dur	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Dat	durdurmaya	129
dol	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg	doldurulmuş	128
yüksel	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	yükseltmek	128
genişle	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	genişletme	128
üre	Verb+Verb+Caus+Pos+Adj+PastPart+P3pl	ürettikleri	128
et	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Dat	ettirmeye	127
değiş	Verb+Verb+Caus+Pos+Adj+PastPart+P3sg	değiştirdiği	127
oluş	Verb+Verb+Caus+Pos+Noun+PastPart+A3sg+P3sg+Acc	oluşturduğunu	127
oluş	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Acc	oluşturmayı	126
işle	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Gen	işletmenin	126
oluş	Verb+Verb+Caus+Verb+Pass+Pos+Adv+ByDoingSo	oluşturularak	126
öl	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Acc	öldürmeyi	126
çık	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PastPart+P3sg	çıkarıldığı	126
başla	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	başlatmak	126
nitelen	Verb+Verb+Caus+Verb+Pass+Pos+Aor+A3sg	nitelendirilir	125
dur	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	durdurma	125
dol	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	doldurmak	125
belir	Verb+Verb+Caus+Pos+Narr+A3pl+Cop+A3sg	belirtmişlerdir	125
yürü	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom	yürütülmesi	124
kısal	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	kısaltma	124
güçlen	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg	güçlendirilmiş	124
oluş	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Aor+A3sg	oluşturulabilir	124
sür	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Aor+A3sg	sürdürülebilir	123
kapa	Verb+Verb+Caus+Pos+Adj+PresPart	kapatan	123
çık	Verb+Verb+Caus+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom	çıkartılması	122
belir	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg	belirtilmiş	122
üre	Verb+Verb+Caus+Pos+Adv+ByDoingSo	üreterek	122
tanı	Verb+Verb+Caus+Pos+Aor+A3sg	tanıtır	122
uğra	Verb+Verb+Caus+Verb+Pass+Pos+Past+A3sg	uğratıldı	122
uzaklaş	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	uzaklaştırmak	121
in	Verb+Verb+Caus+Pos+Past+A3sg	indirdi	121
geliş	Verb+Verb+Caus+Pos+Adj+PastPart+P3pl	geliştirdikleri	121
nitelen	Verb+Verb+Caus+Pos+Past+A3sg	nitelendirdi	121
geliş	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Nom	geliştirmesi	120
üre	Verb+Verb+Caus+Pos+Aor+A3pl	üretirler	120
fırla	Verb+Verb+Caus+Pos+Aor+A3sg	fırlatır	120
nitelen	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg+Cop+A3sg	nitelendirilmiştir	120
azal	Verb+Verb+Caus+Pos+Adv+ByDoingSo	azaltarak	119
işle	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Nom	İşletmesi	119
çal	Verb+Verb+Caus+Pos+Adj+PresPart	Çaldıran	119
genişle	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom	genişletilmesi	119
genişle	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg+Cop+A3sg	genişletilmiştir	118
uza	Verb+Verb+Caus+Verb+Pass+Pos+Past+A3sg	uzatıldı	118
geliş	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Acc	geliştirmeyi	118
birleş	Verb+Verb+Caus+Pos+Aor+A3sg	birleştirir	118
yansı	Verb+Verb+Caus+Pos+Adj+PastPart+P3sg	yansıttığı	118
bil	Verb+Verb+Caus+Pos+Prog2+A3sg+Cop+A3sg	bildirmektedir	118
yap	Verb+Verb+Caus+Pos+Adj+PresPart	yaptıran	117
sal	Verb+Verb+Caus+Pos+Adv+AfterDoingSo	saldırıp	117
çık	Verb+Verb+Caus+Pos+Narr+A3pl+Cop+A3sg	çıkarmışlardır	116
genişle	Verb+Verb+Caus+Pos+Adv+ByDoingSo	genişleterek	116
yüksel	Verb+Verb+Caus+Pos+Past+A3sg	yükseltti	115
çık	Verb+Verb+Caus+Pos+Desr+A3sg	çıkarsa	115
oluş	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Dat	oluşturulmasına	115
azal	Verb+Verb+Caus+Pos+Adj+PresPart	azaltan	115
yaşa	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	yaşatmak	115
yerleş	Verb+Verb+Caus+Pos+Narr+A3sg+Cop+A3sg	yerleştirmiştir	114
oluş	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Loc	oluşturulmasında	114
canlan	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	canlandırmak	114
yap	Verb+Verb+Caus+Verb+Pass+Pos+Past+A3sg	yaptırıldı	114
geliş	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Acc	geliştirilmesini	114
yönel	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PresPart	yöneltilen	113
öl	Verb+Verb+Caus+Verb+Caus+Pos+Past+A3sg	öldürttü	113
kazan	Verb+Verb+Caus+Pos+Adj+PastPart+P3sg	kazandırdığı	113
kapa	Verb+Verb+Caus+Pos+Narr+A3sg+Cop+A3sg	kapatmıştır	113
dur	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom	durdurulması	112
öl	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Gen	öldürülmesinin	112
art	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom	arttırılması	112
kapa	Verb+Verb+Caus+Pos+Adv+ByDoingSo	kapatarak	111
hatırla	Verb+Verb+Caus+Pos+Aor+A3sg	hatırlatır	111
düzel	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom	düzeltilmesi	111
yürü	Verb+Verb+Caus+Pos+Prog2+A3sg	yürütmekte	111
in	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg	indirilmiş	111
çalış	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PresPart	çalıştırılan	111
değiş	Verb+Verb+Caus+Pos+Aor+A3pl	değiştirirler	111
kısal	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Nom+Verb+Pres+Cop+A3sg	kısaltmasıdır	110
çık	Verb+Verb+Caus+Verb+Pass+Pos+Adv+AfterDoingSo	çıkarılıp	110
yetiş	Verb+Verb+Caus+Verb+Pass+Pos+Past+A3sg	yetiştirildi	110
in	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg+Cop+A3sg	indirilmiştir	110
püskür	Verb+Verb+Caus+Verb+Pass+Pos+Past+A3sg	püskürtüldü	110
yetiş	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Dat	yetiştirmeye	109
öl	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Dat	öldürülmesine	109
bas	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom	bastırılması	109
öl	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Abl	öldürmekten	108
yerleş	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	yerleştirmek	108
dönüş	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PresPart	dönüştürülen	108
geliş	Verb+Verb+Caus+Pos+Noun+Agt+A3sg+P3sg+Nom	geliştiricisi	108
sür	Verb+Verb+Caus+Pos+Adv+ByDoingSo	sürdürerek	107
nitelen	Verb+Verb+Caus+Verb+Pass+Pos+Prog2+A3sg+Cop+A3sg	nitelendirilmektedir	107
öl	Verb+Verb+Caus+Pos+Aor+A3pl	öldürürler	107
canlan	Verb+Verb+Caus+Verb+Pass+Pos+Prog2+A3sg+Cop+A3sg	canlandırılmaktadır	105
dol	Verb+Verb+Caus+Verb+Pass+Pos+Aor+A3sg	doldurulur	104
sal	Verb+Verb+Caus+Pos+Narr+A3sg+Cop+A3sg	saldırmıştır	104
üre	Verb+Verb+Caus+Pos+Narr+A3sg	üretmiş	104
öl	Verb+Verb+Caus+Verb+Pass+Pos+Adv+When	öldürülünce	104
oluş	Verb+Verb+Caus+Pos+Prog1+A3sg	oluşturuyor	103
bas	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg+Cop+A3sg	bastırılmıştır	103
seslen	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	Seslendirme	102
canlan	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	canlandırma	102
genişle	Verb+Verb+Caus+Pos+Narr+A3sg+Cop+A3sg	genişletmiştir	102
canlan	Verb+Verb+Caus+Verb+Pass+Pos+Past+A3sg	canlandırıldı	102
belir	Verb+Verb+Caus+Pos+Prog1+A3sg	belirtiyor	102
birleş	Verb+Verb+Caus+Pos+Adv+AfterDoingSo	birleştirip	102
art	Verb+Verb+Caus+Pos+Prog2+A3sg+Cop+A3sg	arttırmaktadır	100
yetiş	Verb+Verb+Caus+Pos+Narr+A3sg	yetiştirmiş	100
oluş	Verb+Verb+Caus+Pos+Prog2+A3sg	oluşturmakta	100
çık	Verb+Verb+Caus+Verb+Pass+Pos+Prog2+A3sg+Cop+A3sg	çıkarılmaktadır	100
işle	Verb+Verb+Caus+Pos+Noun+Inf2+A3pl+P3sg+Nom	İşletmeleri	100
kazan	Verb+Verb+Caus+Pos+Narr+A3sg	kazandırmış	99
bil	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	bildirmek	99
tanı	Verb+Verb+Caus+Pos+Narr+A3sg+Cop+A3sg	tanıtmıştır	99
dönüş	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	dönüştürmek	99
belir	Verb+Verb+Caus+Pos+Aor+A3pl	belirtirler	99
art	Verb+Verb+Caus+Pos+Adv+ByDoingSo	arttırarak	99
azal	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	azaltma	99
öl	Verb+Verb+Caus+Pos+Noun+PastPart+A3sg+Pnon+Abl	öldürdükten	99
canlan	Verb+Verb+Caus+Pos+Aor+A3sg	canlandırır	98
in	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Aor+A3sg	indirilebilir	98
bil	Verb+Verb+Caus+Pos+Aor+A3pl	bildirirler	98
yürü	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg+Cop+A3sg	yürütülmüştür	98
sür	Verb+Verb+Caus+Pos+Prog2+A3sg+Cop+A3pl	sürdürmektedirler	97
işle	Verb+Verb+Caus+Pos+Adj+PresPart	işleten	97
bil	Verb+Verb+Caus+Pos+Past+A3pl	bildirdiler	96
uyan	Verb+Verb+Caus+Pos+Narr+A3sg+Cop+A3sg	uyandırmıştır	96
yüksel	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg	yükseltilmiş	96
değiş	Verb+Verb+Caus+Verb+Able+Pos+Aor+A3sg	değiştirebilir	96
yap	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	yaptırmak	95
kapa	Verb+Verb+Caus+Verb+Pass+Pos+Adv+ByDoingSo	kapatılarak	95
bas	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg	bastırılmış	95
öl	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Acc	öldürmesini	94
yaz	Verb+Verb+Caus+Pos+Past+A3sg	yazdırdı	94
uzaklaş	Verb+Verb+Caus+Pos+Past+A3sg	uzaklaştırdı	94
başla	Verb+Verb+Caus+Pos+Adv+ByDoingSo	başlatarak	94
çık	Verb+Verb+Caus+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Dat	çıkartmaya	94
havalan	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	havalandırma	93
değiş	Verb+Verb+Caus+Pos+Fut+A3sg	değiştirecek	93
dur	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Acc	durdurmayı	93
et	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	ettirme	93
bulun	Verb+Verb+Caus+Verb+Pass+Pos+Adv+ByDoingSo	bulundurularak	93
belir	Verb+Verb+Caus+Pos+Aor+A3sg+Adv+While	belirtirken	92
er	Verb+Verb+Caus+Pos+Adj+PresPart	erdiren	92
sür	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg+Cop+A3sg	sürdürülmüştür	92
çık	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Dat	çıkarılmasına	92
çık	Verb+Verb+Caus+Verb+Caus+Verb+Pass+Pos+Narr+A3sg	çıkartılmış	92
işle	Verb+Verb+Caus+Pos+Prog2+A3sg+Cop+A3sg	işletmektedir	91
yerleş	Verb+Verb+Caus+Pos+Adv+ByDoingSo	yerleştirerek	91
birleş	Verb+Verb+Caus+Pos+Narr+A3sg+Cop+A3sg	birleştirmiştir	91
yerleş	Verb+Verb+Caus+Pos+Aor+A3sg	yerleştirir	91
belir	Verb+Verb+Caus+Pos+Narr+Past+A3sg	belirtmişti	91
başla	Verb+Verb+Caus+Pos+Adj+PastPart+P3pl	başlattıkları	91
püskür	Verb+Verb+Caus+Pos+Past+A3sg	püskürttü	91
bil	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PresPart	bildirilen	91
dol	Verb+Verb+Caus+Pos+Narr+A3sg	doldurmuş	90
geliş	Verb+Verb+Caus+Pos+Adv+AfterDoingSo	geliştirip	90
birleş	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Dat	birleştirmeye	90
sür	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom	sürdürülmesi	89
oluş	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Acc	oluşturulmasını	89
pekiş	Verb+Verb+Caus+Pos+Past+A3sg	pekiştirdi	89
değiş	Verb+Verb+Caus+Pos+Past+A3pl	değiştirdiler	89
çık	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Acc	çıkarılmasını	89
in	Verb+Verb+Caus+Pos+Adv+ByDoingSo	indirerek	88
yansı	Verb+Verb+Caus+Pos+Past+A3sg	yansıttı	87
in	Verb+Verb+Caus+Pos+Adv+AfterDoingSo	indirip	87
öl	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Ins	öldürmekle	87
anımsa	Verb+Verb+Caus+Pos+Adj+PresPart	anımsatan	87
sal	Verb+Verb+Caus+Pos+Narr+A3sg	saldırmış	87
çık	Verb+Verb+Caus+Verb+Caus+Pos+Adv+AfterDoingSo	çıkartıp	87
üre	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Dat	üretilmesine	87
sal	Verb+Verb+Caus+Pos+Adj+PastPart+P3sg	saldırdığı	87
oluş	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PastPart+P3sg	oluşturulduğu	87
ulaş	Verb+Verb+Caus+Pos+Past+A3sg	ulaştırdı	86
karış	Verb+Verb+Caus+Pos+Adv+ByDoingSo	karıştırarak	86
in	Verb+Verb+Caus+Verb+Pass+Pos+Adv+ByDoingSo	indirilerek	86
çık	Verb+Verb+Caus+Pos+Fut+A3sg	çıkaracak	86
bulun	Verb+Verb+Caus+Pos+Adv+ByDoingSo	bulundurarak	86
dönüş	Verb+Verb+Caus+Verb+Pass+Pos+Adv+ByDoingSo	dönüştürülerek	85
yerleş	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PastPart+P3sg	yerleştirildiği	85
art	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Dat	arttırmaya	85
birleş	Verb+Verb+Caus+Verb+Pass+Pos+Aor+A3sg	birleştirilir	85
sal	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	saldırma	85
canlan	Verb+Verb+Caus+Pos+Adv+ByDoingSo	canlandırarak	85
öl	Verb+Verb+Caus+Verb+Pass+Pos+Narr+Past+A3sg	öldürülmüştü	85
çık	Verb+Verb+Caus+Verb+Caus+Verb+Pass+Pos+Adv+ByDoingSo	çıkartılarak	85
güçlen	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom	güçlendirilmesi	84
sür	Verb+Verb+Caus+Verb+Pass+Pos+Past+A3sg	sürdürüldü	84
azal	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Dat	azaltmaya	84
yüksel	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom	yükseltilmesi	83
üre	Verb+Verb+Caus+Verb+Pass+Pos+Adv+AfterDoingSo	üretilip	83
